relationship_id,template_id,template_domain,review_status,strategy_condition,context_space_id,validation_status,final_confidence,relationship_type,relationship_subtype,outcome_subtype_a,outcome_subtype_b,outcome_space_id,team_a,team_b,candidate_a,candidate_b,shared_event,question_a,question_b,why_matched,suspicious,template_confidence,min_rel_confidence,evidence_summary
"
b38b0133f300432fb94efd889536199a,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Jon Ossoff,Raphael Warnock,2028_democrats_presidential_nomination,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will Raphael Warnock win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
01bba96278be4521bf3a92ef7df5cf91,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Jon Ossoff,Jasmine Crockett,2028_democrats_presidential_nomination,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
13de22b3f1a54341925f667c83c5249d,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Mark Cuban,Raphael Warnock,2028_democrats_presidential_nomination,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Raphael Warnock win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
2e134c7d2d48447c928f3eb9a795e02f,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Mark Cuban,Jasmine Crockett,2028_democrats_presidential_nomination,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
789ed94d1f86448c9179d1dc83767599,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Cory Booker,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Cory Booker win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
93c68955838841c9ae6be3b3cd7177a5,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Mark Kelly,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Mark Kelly win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
21a8ee3fd82b4ce0a76bc98eefce29bb,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Gina Raimondo,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Gina Raimondo win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
78ef943bf3c049e0958cfc48f87c6e89,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Roy Cooper,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Roy Cooper win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
6ca2237e87f1486c88f4f3a57da1e763,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,John Fetterman,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will John Fetterman win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
ed5788a477f24ea98de700304c518cee,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Jared Polis,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Jared Polis win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
3a350bb15d7c4f479042cdaab31dfcb3,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Jon Stewart,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Jon Stewart win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
d3577d5a4e584cfb9d74fded13e2c8d3,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Barack Obama,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
fd31e9d1d35e4e3eaa09a3324c3bcafb,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Bernie Sanders,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Bernie Sanders win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
1fa042e247c14edfa1daf5f6a2702dc8,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Phil Murphy,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Phil Murphy win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
84cae38ce85e4476af05604558c38e63,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Hunter Biden,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Hunter Biden win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
a627c2b5e75c472696cdfbd0af25706c,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,MrBeast,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
a143b2bb9616431db52b9f9f2cf4a088,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Oprah Winfrey,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
f5c1fd6286ff421aabe9415ffc1ea1ba,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Andrew Yang,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Andrew Yang win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
e5c44e71ab3b448caebc3e3a1c436527,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Beto O’Rourke,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
334c3b8dbd71432fad26b9c5893f0870,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Chris Murphy,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
eb83cccf83e1412ca74a475d40393c93,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Ruben Gallego,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Ruben Gallego win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
f529c001ce9b42f4a18ad23593deec95,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Raphael Warnock,Ro Khanna,2028_democrats_presidential_nomination,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
"
4ce637f008aa497e8ba414a6ead10c60,electoral_same_primary_mutual_exclusion_v1,electoral_mutual_exclusion,auto_applied_pending_human_review,mutually_exclusive,electoral_mutual_exclusion,accepted,0.92,mutually_exclusive_category,primary_candidates_mutually_exclusive,candidate_wins_nomination,candidate_wins_nomination,2028_democrats_presidential_nomination,,,Cory Booker,Jasmine Crockett,2028_democrats_presidential_nomination,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,"outcome_subtype_both=frozenset({'first_round_winner', 'candidate_wins_nomination', 'candidate_winner_same_election'}); same_outcome_space=False; diff_teams=False; diff_cands=True",none,0.9,0.35,"Single-winner electoral structure: at most one candidate wins a given party primary or general election. Pairwise mutual exclusion of distinct candidates in the same race is a logical necessity.
