decision_id,relationship_id,context_space_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,schema_version,ingested_ts_ms,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_subtype,relationship_family
3f19678f8e97508fb9e17e668f9bad79,51207470d2d1eaeb030793374c6e41bf,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439727,553858,564195,Will the New York Knicks win the 2026 NBA Finals?,Will the New York Knicks win the NBA Eastern Conference Finals?,inverse,same_topic_no_trade,contradiction
7ed94c45cb6d26101ac7956e5c3adb94,5910a43939d7ba6fe59cf6b80718e5c3,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439725,553866,564218,Will the San Antonio Spurs win the 2026 NBA Finals?,Will the San Antonio Spurs win the NBA Western Conference Finals?,inverse,same_topic_no_trade,contradiction
7238be37f54b3e04d6ffa2bd9ee2588e,5cbaac0833c565c415abb666711492a7,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439725,553863,564213,Will the Los Angeles Lakers win the 2026 NBA Finals?,Will the Los Angeles Lakers win the NBA Western Conference Finals?,inverse,same_topic_no_trade,contradiction
f5710d64fcd21248b9a19a57009b5f29,8407c57015a96ee8629b28c86de3e9b9,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439726,553857,564194,Will the Cleveland Cavaliers win the 2026 NBA Finals?,Will the Cleveland Cavaliers win the NBA Eastern Conference Finals?,inverse,same_topic_no_trade,contradiction
db835129f20b35c4e5aa9d4a6cbf91a1,a6edab19118abe85173fa9a8b0f4cbe4,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439717,553856,564210,Will the Oklahoma City Thunder win the 2026 NBA Finals?,Will the Oklahoma City Thunder win the NBA Western Conference Finals?,inverse,same_topic_no_trade,contradiction
aed59a2d49b572bb04f0f469779743a8,c59ce4101206b392aeae82caa975a822,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",needs_manual_review,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439726,553859,564214,Will the Minnesota Timberwolves win the 2026 NBA Finals?,Will the Minnesota Timberwolves win the NBA Western Conference Finals?,inverse,same_topic_no_trade,contradiction
841d302e4be1e3197ac8a6ff95a3405b,d008adcd0b51b08ed1dda73178f8ee32,nba_championship_conference_progression,"[""nba_world_championship_conference_v1"", ""nba_terms_same_scope_v1""]",rejected,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,championship_implies_conference:approved:0.90; market_terms_same_league_scope:approved:0.75,1,1778842439796,553871,564198,Will the Detroit Pistons win the 2026 NBA Finals?,Will the Detroit Pistons win the NBA Eastern Conference Finals?,rejected,same_topic_no_trade,
4eb92115260e4cb5c6726a3cd75b9fe8,05ae0794a6a689f86dd1441ff2df26ec,premier_league_finish_position,"[""epl_world_exact_topn_v1"", ""epl_world_exact_exclusive_v1"", ""epl_terms_same_scope_v1""]",rejected,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,exact_finish_implies_top_n:approved:0.90; exact_finish_positions_mutually_exclusive:approved:0.90; market_terms_exact_finish_scope:approved:0.75,1,1778842439721,572765,582134,Will Liverpool finish in 3rd place in the 2025-26 English Premier League?,Will Liverpool finish in the top 4 of the EPL 2025–26 standings?,rejected,team_exact_finish_position_vs_team_top_n_finish,
e22186af1008a8ff9fa3000179225c49,4d8e3f1dfa6859ea0a922dd6e3d3c163,premier_league_finish_position,"[""epl_world_exact_topn_v1"", ""epl_world_exact_exclusive_v1"", ""epl_terms_same_scope_v1""]",rejected,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,exact_finish_implies_top_n:approved:0.90; exact_finish_positions_mutually_exclusive:approved:0.90; market_terms_exact_finish_scope:approved:0.75,1,1778842439731,572770,582138,Will Manchester United finish in 3rd place in the 2025-26 English Premier League?,Will Manchester United finish in the top 4 of the EPL 2025–26 standings?,rejected,team_exact_finish_position_vs_team_top_n_finish,
6fb4262fc4fccdc908262e1b931dc07b,866a3f7cda29a5d81f552e8d3bf9ee2e,premier_league_finish_position,"[""epl_world_exact_topn_v1"", ""epl_world_exact_exclusive_v1"", ""epl_terms_same_scope_v1""]",rejected,needs_manual_review,ineligible,eligible,reviewed_context_valid,world context reviewed; market terms incomplete or unreviewed,exact_finish_implies_top_n:approved:0.90; exact_finish_positions_mutually_exclusive:approved:0.90; market_terms_exact_finish_scope:approved:0.75,1,1778842439739,572772,582139,Will Aston Villa finish in 3rd place in the 2025-26 English Premier League?,Will Aston Villa finish in the top 4 of the EPL 2025–26 standings?,rejected,team_exact_finish_position_vs_team_top_n_finish,
