relationship_id,market_id_a,market_id_b,type,family,status,strategy_eligibility,question_a,question_b,final_confidence,entity_score,time_score,threshold,candidate_a,candidate_b,shared_event
20878771e91b87f615499925f6d0cfb5,561978,561981,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Vivek Ramaswamy win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Vivek Ramaswamy,2028_republican_presidential_nomination
b80c1c6747f94c0280c6121bbbe39564,561247,561251,mutually_exclusive_category,category,accepted,eligible,Will Tim Walz win the 2028 US Presidential Election?,Will LeBron James win the 2028 US Presidential Election?,0.7,0.0,1.0,,Tim Walz,LeBron James,2028_us_presidential_election
b25b9ebc55a26b1d08e2b800b611f79f,561978,562007,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Joe Kent win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Joe Kent,2028_republican_presidential_nomination
b1811bd5d64c3094919057317780309b,561978,562006,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Eric Trump win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Eric Trump,2028_republican_presidential_nomination
c3b07c6d6622f5a2ba97088fbe788aef,561978,562005,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Thomas Massie win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Thomas Massie,2028_republican_presidential_nomination
0ccf1b01796cc73bb7619cfe1ab84f76,561978,562004,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Marjorie Taylor Greene win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Marjorie Taylor Greene,2028_republican_presidential_nomination
57b50f46deb9edb59833d951fabbb3e4,561978,562003,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Kim Kardashian win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Kim Kardashian,2028_republican_presidential_nomination
33f311bfb7068d70a77062046e67ced2,561978,562002,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Erika Kirk win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Erika Kirk,2028_republican_presidential_nomination
7ed3f289d33f5a7108e068f122255519,561978,562001,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Steve Bannon win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Steve Bannon,2028_republican_presidential_nomination
d83a7f2081d9ec5b724374956d45a746,561978,562000,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Rand Paul win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Rand Paul,2028_republican_presidential_nomination
626abcf503659d6e7f07580d32037459,561978,561999,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Tom Brady win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Tom Brady,2028_republican_presidential_nomination
0f3d64dd611bfb54cf1bcde2cc9a14e6,561978,561998,mutually_exclusive_category,category,accepted,eligible,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Ivanka Trump win the 2028 Republican presidential nomination?,0.7,0.0,1.0,,Donald Trump Jr,Ivanka Trump,2028_republican_presidential_nomination
