bucket,source_file,relationship_id,bundle_event_id,relationship_type,relationship_subtype,outcome_space_id,strategy_lane,question_a,question_b,flags,rejection_reason,suggested_action
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
exploratory,opportunity_surface.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; exploratory_only_approval; season_missing; weak_guard_evidence,max_trades,
