bucket,source_file,relationship_id,bundle_event_id,relationship_type,relationship_subtype,outcome_space_id,strategy_lane,question_a,question_b,flags,rejection_reason,suggested_action
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,already_open,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,already_open,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,already_open,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,already_open,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,net_edge_below_threshold,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,net_edge_below_threshold,
rejected,blocked_opportunities.csv,,,,,2026_colombian_presidential_election_first_round,,,,,net_edge_below_threshold,
rejected,blocked_opportunities.csv,,,,,2026_nhl_stanley_cup,,,,,already_open,
rejected,blocked_opportunities.csv,,,,,2026_nhl_stanley_cup,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=8/?)",
rejected,blocked_opportunities.csv,,,,,2026_nhl_stanley_cup,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=8/?)",
rejected,blocked_opportunities.csv,,,,,2026_nhl_stanley_cup,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=8/?)",
rejected,blocked_opportunities.csv,,,,,2028_democrats_presidential_nomination,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=19/?)",
rejected,blocked_opportunities.csv,,,,,2028_us_presidential_election_candidate_winner,,,,,net_edge_below_threshold,
rejected,blocked_opportunities.csv,,,,,nba_finals,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=7/?)",
rejected,blocked_opportunities.csv,,,,,nba_finals,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=7/?)",
rejected,blocked_opportunities.csv,,,,,nba_finals,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=7/?)",
rejected,blocked_opportunities.csv,,,,,nba_finals,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=7/?)",
rejected,blocked_opportunities.csv,,,,,nba_finals,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=7/?)",
rejected,blocked_opportunities.csv,,,,,premier_league_finish_position,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=1/?)",
rejected,blocked_opportunities.csv,,,,,premier_league_finish_position,,,,,"incomplete_bundle_buy_all_yes_blocked (completeness=unknown, observed=1/?)",
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_colombian_presidential_election_first_round,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,2026_nhl_stanley_cup,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
traded,accepted_simulated_trades.csv,,,,,nba_finals,,,,,,
