decision_id,relationship_id,context_space_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,schema_version,ingested_ts_ms,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_subtype,relationship_family
c8978c0244e5b69ec6ca32c7ed1a6def,2f3b8169d39e895ea88fe78bb95bfcea,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569338,569362,Will Gustavo Bolívar win the 1st round of the 2026 Colombian presidential election?,Will Gustavo Bolívar win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
df770fca0054ccbd5aab0a397781baad,3214ebdab19448d4deb5f5ac27f636d2,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569347,569372,Will Juan Carlos Pinzón win the 1st round of the 2026 Colombian presidential election?,Will Juan Carlos Pinzón win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
b079794d57ccc095fbaf7ba811dd81a9,3a3c613e7cb2d99759542047d399cfb4,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447575,569332,569356,Will Vicky Dávila win the 1st round of the 2026 Colombian presidential election?,Will Vicky Dávila win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
d37d8ff2fcfe7b53fca64b296d3a58bb,46f491500c8d3a55a6d6a065fd1ddd1e,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569336,569360,Will Juan Daniel Oviedo win the 1st round of the 2026 Colombian presidential election?,Will Juan Daniel Oviedo win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
a2c1c5d4c28df0ee7afd4958d09e7719,5dc05ffe4bb533b54ab4caf1b113b7f2,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447573,569334,569358,Will Claudia López win the 1st round of the 2026 Colombian presidential election?,Will Claudia López win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
1b03a5bb4d192553f8acd6d55e9ab2b0,a15ce15124782057519af731455cc627,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569342,569373,Will Paloma Valencia win the 1st round of the 2026 Colombian presidential election?,Will Paloma Valencia win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
df0d87cf37273183c4864acca6f8b44e,a76d8c40b710308fead83c35e873b19f,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447573,569345,569370,Will Roy Barreras win the 1st round of the 2026 Colombian presidential election?,Will Roy Barreras win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
014f861f83893daed59c8a041da161db,badeea356251d7af400bffb82399e31b,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447583,569349,569371,Will Enrique Peñalosa win the 1st round of the 2026 Colombian presidential election?,Will Enrique Peñalosa win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
98a82017fa9abdd3f9fd11ed2df4fc65,bc339e3c53d811630394178f2d69ce59,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447585,569335,569359,Will David Luna Sánchez win the 1st round of the 2026 Colombian presidential election?,Will David Luna Sánchez win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
857c52133782b29d4c670be54fa664b7,cd1b23c2db2b5e4ee6b4318189cbed90,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569340,569364,Will Juan Manuel Galán win the 1st round of the 2026 Colombian presidential election?,Will Juan Manuel Galán win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
d32460cea98c91f6b5951f1d3d4a30b3,ce10f57c2a8d9700af8f9633f13eca01,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447574,569341,569365,Will Germán Vargas Lleras win the 1st round of the 2026 Colombian presidential election?,Will Germán Vargas Lleras win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
2cd872b383c643f96f2da80c371cae23,cf0e55c8f3e6db3e2750ce4f188515ae,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447575,569333,569357,Will Luis Gilberto Murillo win the 1st round of the 2026 Colombian presidential election?,Will Luis Gilberto Murillo win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
2821c28c81eaa3459d6819d71049d96a,d9cbd7dea520c7efa0c9ebae24784c97,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447575,569344,569366,Will Abelardo de la Espriella win the 1st round of the 2026 Colombian presidential election?,Will Abelardo de la Espriella  win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
1197c3876e7b3679f7714b0a61092e28,e1872765035ad88c7f40da4b8df7da14,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447573,569346,569369,Will Daniel Quintero win the 1st round of the 2026 Colombian presidential election?,Will Daniel Quintero win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
38ecaba18ca6f64d5bce36b0478a7a91,f9e9da8c2d0b6f0481a0ecaff08ed685,colombia_2026_presidential_election,[],needs_manual_review,needs_manual_review,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447577,569339,569363,Will Sergio Fajardo win the 1st round of the 2026 Colombian presidential election?,Will Sergio Fajardo win the 2026 Colombian presidential election?,rejected,first_round_to_general_dependency,
2a05eb26918cf285e7fd53490675897f,041a070f2522e0085ca5b0f128910ac5,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447781,561230,565065,Will Gavin Newsom win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
78a1800e35ef078a812e0051a203633d,0588919fb5757ba381b2acd9e49a13ac,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447764,561263,565064,Will Eric Trump win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
944418285cacf0a0264e6ef6051c0b5b,08f3aac10db26432a45c16b66e950080,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447772,561246,565065,Will Ron DeSantis win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
eb4b0e5868af39090e7343594a61c240,0a46a3c67826638e3f0bcb5e386c397b,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447773,561260,565065,Will Thomas Massie win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
3c1b526d59b64a895944a9040df40cae,0bdd77d3e422f310da192706152eb3c6,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447759,561259,565064,Will Ro Khanna win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
258b1c06cd50920c5cacfeb03d7b8efa,0c2bbb1172ebad2c914731d5b11944f4,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447789,561262,565064,Will James Talarico win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
e0d2a947e07abceccb8d0edce2ff3db6,0c6b92b7277bcc75dc61ab8ee3c319cb,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447775,561263,565065,Will Eric Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
fb93378f7dab551d7bf1630d23b80c83,0fd03a5450fa049fe88aba1635a46d26,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447786,561256,565064,Will Zohran Mamdani win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
82d0831b3ab259467e7fc5eea3e8fdcd,11297a83a431c39fb5e2debf36ca336e,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561231,565064,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
87a12ff49a96104b081974af10854483,17feb22f47cb4979505c2426b7de7de9,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561254,565064,Will Kim Kardashian win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
bfefdd04f86beab75d6d215dd7b0f8c0,18fb149ec147379b34dea643cb9f5222,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447796,561251,565064,Will LeBron James win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
