relationship_id,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_family,relationship_subtype,outcome_space_id,outcome_subtype_a,outcome_subtype_b,entity_type_a,entity_type_b,stage_a,stage_b,candidate_a,candidate_b,party_a,party_b,team_a,team_b,validation_status,strategy_eligibility_status,strategy_family,mixed_subtype_reason,strategy_eligible_reason,rejection_reasons_json,strategy_exclusion_reasons_json,final_confidence
0bfed1102544c0b5c1004e56ae114d57,559664,559678,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Liz Cheney win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,Liz Cheney,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
ace30584469cff3f09dd38f9eecd90a6,559664,559669,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,Rahm Emanuel,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
564f960768d45b186a84130de4871749,559664,559683,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will George Clooney win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,George Clooney,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
ca5e0568d88d8605a101fc658242c8ad,559664,559684,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,Chelsea Clinton,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
7438ea39d26c0db70da672b8ac9a40ee,559664,559686,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,Dwayne 'The Rock' Johnson,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
af68d0af70b54b60f50e5393ce03a3a5,559664,559690,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Kim Kardashian win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,Kim Kardashian,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
0fcbe59d2ac276232bbc27a7f804b8de,559664,559695,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will James Talarico win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Raphael Warnock,James Talarico,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
859bc13ab36f7fca964f0ea61522074c,559666,559692,Will Tim Walz win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Tim Walz,Jasmine Crockett,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
5134e660bb5820009f39cbcc77b7a862,559667,559692,Will Michelle Obama win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Michelle Obama,Jasmine Crockett,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
05048c6a01073b8d2448433c13af79da,559669,559692,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,mutually_exclusive_category,mutual_exclusion,candidate_wins_nomination,2028_democrats_presidential_nomination,candidate_wins_nomination,candidate_wins_nomination,candidate,candidate,nomination,nomination,Rahm Emanuel,Jasmine Crockett,Democrats,Democrats,,,accepted,eligible,pairwise_mutual_exclusion,,same outcome subtype/stage/scope with different options,[],[],0.7
