relationship_id,market_id_a,market_id_b,type,family,status,strategy_eligibility,question_a,question_b,final_confidence,entity_score,time_score,threshold,candidate_a,candidate_b,shared_event
f9a3a55ae0fe3db13c6c6ef3f620c21b,559664,559666,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Tim Walz win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Tim Walz,2028_democratic_presidential_nomination
bc0df109a56f2652543141cd171b1401,559664,559667,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Michelle Obama win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Michelle Obama,2028_democratic_presidential_nomination
ace30584469cff3f09dd38f9eecd90a6,559664,559669,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Rahm Emanuel,2028_democratic_presidential_nomination
7cbb0c4c1527ba30e40c541a09acf7db,559664,559671,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Zohran Mamdani,2028_democratic_presidential_nomination
f947fe6ffd0ca153ba494bcb83f3d5fd,559664,559677,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Hillary Clinton win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Hillary Clinton,2028_democratic_presidential_nomination
0bfed1102544c0b5c1004e56ae114d57,559664,559678,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Liz Cheney win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Liz Cheney,2028_democratic_presidential_nomination
de90120a8d591983a1617bd1111c7e06,559664,559681,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will LeBron James win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,LeBron James,2028_democratic_presidential_nomination
564f960768d45b186a84130de4871749,559664,559683,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will George Clooney win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,George Clooney,2028_democratic_presidential_nomination
ca5e0568d88d8605a101fc658242c8ad,559664,559684,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Chelsea Clinton,2028_democratic_presidential_nomination
7438ea39d26c0db70da672b8ac9a40ee,559664,559686,mutually_exclusive_category,category,accepted,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,0.7,0.0,1.0,,Raphael Warnock,Dwayne 'The Rock' Johnson,2028_democratic_presidential_nomination
